,Team1,Team2,Rounds,Year_com,Day,Month,Year,Score1,Score2,Ranking T1,Score T1,Ranking T2,Score T2,NW1,NF1,ND1,NW2,NF2,ND2
0,Russia,Saudi Arabia,Group Phase,2018-6-14,14.0,6.0,2018.0,5.0,0.0,70.0,457.0,67.0,465.0,48,25,27,41,36,23
1,Egypt,Uruguay,Group Phase,2018-6-15,15.0,6.0,2018.0,0.0,1.0,45.0,649.0,14.0,1018.0,62,24,14,46,26,28
2,Morocco,IR Iran,Group Phase,2018-6-15,15.0,6.0,2018.0,0.0,1.0,41.0,686.0,37.0,708.0,43,26,31,63,14,23
3,Portugal,Spain,Group Phase,2018-6-15,15.0,6.0,2018.0,3.0,3.0,4.0,1274.0,10.0,1126.0,62,18,20,72,13,15
4,France,Australia,Group Phase,2018-6-16,16.0,6.0,2018.0,2.0,1.0,7.0,1198.0,36.0,718.0,59,20,21,50,26,24
5,Argentina,Iceland,Group Phase,2018-6-16,16.0,6.0,2018.0,1.0,1.0,5.0,1241.0,22.0,908.0,60,16,24,40,41,19
6,Peru,Denmark,Group Phase,2018-6-16,16.0,6.0,2018.0,0.0,1.0,11.0,1125.0,12.0,1051.0,39,36,25,42,31,27
7,Croatia,Nigeria,Group Phase,2018-6-16,16.0,6.0,2018.0,2.0,0.0,20.0,945.0,48.0,618.0,58,18,24,48,20,32
8,Costa Rica,Serbia,Group Phase,2018-6-17,17.0,6.0,2018.0,0.0,1.0,23.0,884.0,34.0,751.0,40,32,28,47,34,19
9,Germany,Mexico,Group Phase,2018-6-17,17.0,6.0,2018.0,0.0,1.0,1.0,1558.0,15.0,989.0,64,15,21,55,22,23
10,Brazil,Switzerland,Group Phase,2018-6-17,17.0,6.0,2018.0,1.0,1.0,2.0,1431.0,6.0,1199.0,71,11,18,54,24,22
11,Sweden,Korea Republic,Group Phase,2018-6-18,18.0,6.0,2018.0,1.0,0.0,24.0,880.0,57.0,544.0,53,28,19,53,27,20
12,Belgium,Panama,Group Phase,2018-6-18,18.0,6.0,2018.0,3.0,0.0,3.0,1298.0,55.0,571.0,56,22,22,40,30,30
13,Tunisia,England,Group Phase,2018-6-18,18.0,6.0,2018.0,1.0,2.0,21.0,910.0,12.0,1051.0,42,25,33,62,13,25
14,Colombia,Japan,Group Phase,2018-6-19,19.0,6.0,2018.0,1.0,2.0,16.0,986.0,61.0,521.0,48,26,26,57,21,22
15,Poland,Senegal,Group Phase,2018-6-19,19.0,6.0,2018.0,1.0,2.0,8.0,1183.0,27.0,838.0,46,24,30,47,22,31
16,Russia,Egypt,Group Phase,2018-6-19,19.0,6.0,2018.0,3.0,1.0,70.0,457.0,45.0,649.0,48,25,27,62,24,14
17,Portugal,Morocco,Group Phase,2018-6-20,20.0,6.0,2018.0,1.0,0.0,4.0,1274.0,41.0,686.0,62,18,20,43,26,31
18,Uruguay,Saudi Arabia,Group Phase,2018-6-20,20.0,6.0,2018.0,1.0,0.0,14.0,1018.0,67.0,465.0,46,26,28,41,36,23
19,IR Iran,Spain,Group Phase,2018-6-20,20.0,6.0,2018.0,0.0,1.0,37.0,708.0,10.0,1126.0,63,14,23,72,13,15
20,Denmark,Australia,Group Phase,2018-6-21,21.0,6.0,2018.0,1.0,1.0,12.0,1051.0,36.0,718.0,42,31,27,50,26,24
21,France,Peru,Group Phase,2018-6-21,21.0,6.0,2018.0,1.0,0.0,7.0,1198.0,11.0,1125.0,59,20,21,39,36,25
22,Argentina,Croatia,Group Phase,2018-6-21,21.0,6.0,2018.0,0.0,3.0,5.0,1241.0,20.0,945.0,60,16,24,58,18,24
23,Brazil,Costa Rica,Group Phase,2018-6-22,22.0,6.0,2018.0,2.0,0.0,2.0,1431.0,23.0,884.0,71,11,18,40,32,28
24,Nigeria,Iceland,Group Phase,2018-6-22,22.0,6.0,2018.0,2.0,0.0,48.0,618.0,22.0,908.0,48,20,32,40,41,19
25,Serbia,Switzerland,Group Phase,2018-6-22,22.0,6.0,2018.0,1.0,2.0,34.0,751.0,6.0,1199.0,47,34,19,54,24,22
26,Belgium,Tunisia,Group Phase,2018-6-23,23.0,6.0,2018.0,5.0,2.0,3.0,1298.0,21.0,910.0,56,22,22,42,25,33
27,Korea Republic,Mexico,Group Phase,2018-6-23,23.0,6.0,2018.0,1.0,2.0,57.0,544.0,15.0,989.0,53,27,20,55,22,23
28,Germany,Sweden,Group Phase,2018-6-23,23.0,6.0,2018.0,2.0,1.0,1.0,1558.0,24.0,880.0,64,15,21,53,28,19
29,England,Panama,Group Phase,2018-6-24,24.0,6.0,2018.0,6.0,1.0,12.0,1051.0,55.0,571.0,62,13,25,40,30,30
30,Japan,Senegal,Group Phase,2018-6-24,24.0,6.0,2018.0,2.0,2.0,61.0,521.0,27.0,838.0,57,21,22,47,22,31
31,Poland,Colombia,Group Phase,2018-6-24,24.0,6.0,2018.0,0.0,3.0,8.0,1183.0,16.0,986.0,46,24,30,48,26,26
32,Uruguay,Russia,Group Phase,2018-6-25,25.0,6.0,2018.0,3.0,0.0,14.0,1018.0,70.0,457.0,46,26,28,48,25,27
33,Saudi Arabia,Egypt,Group Phase,2018-6-25,25.0,6.0,2018.0,2.0,1.0,67.0,465.0,45.0,649.0,41,36,23,62,24,14
34,Spain,Morocco,Group Phase,2018-6-25,25.0,6.0,2018.0,2.0,2.0,10.0,1126.0,41.0,686.0,72,13,15,43,26,31
35,IR Iran,Portugal,Group Phase,2018-6-25,25.0,6.0,2018.0,1.0,1.0,37.0,708.0,4.0,1274.0,63,14,23,62,18,20
36,Australia,Peru,Group Phase,2018-6-26,26.0,6.0,2018.0,0.0,2.0,36.0,718.0,11.0,1125.0,50,26,24,39,36,25
37,Denmark,France,Group Phase,2018-6-26,26.0,6.0,2018.0,0.0,0.0,12.0,1051.0,7.0,1198.0,42,31,27,59,20,21
38,Nigeria,Argentina,Group Phase,2018-6-26,26.0,6.0,2018.0,1.0,2.0,48.0,618.0,5.0,1241.0,48,20,32,60,16,24
39,Iceland,Croatia,Group Phase,2018-6-26,26.0,6.0,2018.0,1.0,2.0,22.0,908.0,20.0,945.0,40,41,19,58,18,24
40,Korea Republic,Germany,Group Phase,2018-6-27,27.0,6.0,2018.0,2.0,0.0,57.0,544.0,1.0,1558.0,53,27,20,64,15,21
41,Mexico,Sweden,Group Phase,2018-6-27,27.0,6.0,2018.0,0.0,3.0,15.0,989.0,24.0,880.0,55,22,23,53,28,19
42,Serbia,Brazil,Group Phase,2018-6-27,27.0,6.0,2018.0,0.0,2.0,34.0,751.0,2.0,1431.0,47,34,19,71,11,18
43,Switzerland,Costa Rica,Group Phase,2018-6-27,27.0,6.0,2018.0,2.0,2.0,6.0,1199.0,23.0,884.0,54,24,22,40,32,28
44,Japan,Poland,Group Phase,2018-6-28,28.0,6.0,2018.0,0.0,1.0,61.0,521.0,8.0,1183.0,57,21,22,46,24,30
45,Senegal,Colombia,Group Phase,2018-6-28,28.0,6.0,2018.0,0.0,1.0,27.0,838.0,16.0,986.0,47,22,31,48,26,26
46,Panama,Tunisia,Group Phase,2018-6-28,28.0,6.0,2018.0,1.0,2.0,55.0,571.0,21.0,910.0,40,30,30,42,25,33
47,England,Belgium,Group Phase,2018-6-28,28.0,6.0,2018.0,0.0,1.0,12.0,1051.0,3.0,1298.0,62,13,25,56,22,22
48,France,Argentina,Round of 16,2018-6-30,30.0,6.0,2018.0,4.0,3.0,7.0,1198.0,5.0,1241.0,59,20,21,60,16,24
49,Uruguay,Portugal,Round of 16,2018-6-30,30.0,6.0,2018.0,2.0,1.0,14.0,1018.0,4.0,1274.0,46,26,28,62,18,20
50,Spain,Russia,Round of 16,2018-7-1,1.0,7.0,2018.0,1.0,1.0,10.0,1126.0,70.0,457.0,72,13,15,48,25,27
51,Croatia,Denmark,Round of 16,2018-7-1,1.0,7.0,2018.0,1.0,1.0,20.0,945.0,12.0,1051.0,58,18,24,42,31,27
52,Brazil,Mexico,Round of 16,2018-7-2,2.0,7.0,2018.0,2.0,0.0,2.0,1431.0,15.0,989.0,71,11,18,55,22,23
53,Belgium,Japan,Round of 16,2018-7-2,2.0,7.0,2018.0,3.0,2.0,3.0,1298.0,61.0,521.0,56,22,22,57,21,22
54,Sweden,Switzerland,Round of 16,2018-7-3,3.0,7.0,2018.0,1.0,0.0,24.0,880.0,6.0,1199.0,53,28,19,54,24,22
55,Colombia,England,Round of 16,2018-7-3,3.0,7.0,2018.0,1.0,1.0,16.0,986.0,12.0,1051.0,48,26,26,62,13,25
56,Uruguay,France,Quarter Finals,2018-7-6,6.0,7.0,2018.0,0.0,2.0,14.0,1018.0,7.0,1198.0,46,26,28,59,20,21
57,Brazil,Belgium,Quarter Finals,2018-7-6,6.0,7.0,2018.0,1.0,2.0,2.0,1431.0,3.0,1298.0,71,11,18,56,22,22
58,Sweden,England,Quarter Finals,2018-7-7,7.0,7.0,2018.0,0.0,2.0,24.0,880.0,12.0,1051.0,53,28,19,62,13,25
59,Russia,Croatia,Quarter Finals,2018-7-7,7.0,7.0,2018.0,2.0,2.0,70.0,457.0,20.0,945.0,48,25,27,58,18,24
60,France,Belgium,Semi Finals,2018-7-10,10.0,7.0,2018.0,1.0,0.0,7.0,1198.0,3.0,1298.0,59,20,21,56,22,22
61,Croatia,England,Semi Finals,2018-7-11,11.0,7.0,2018.0,2.0,1.0,20.0,945.0,12.0,1051.0,58,18,24,62,13,25
62,Belgium,England,Play-off for third place,2018-7-14,14.0,7.0,2018.0,2.0,0.0,3.0,1298.0,12.0,1051.0,56,22,22,62,13,25
63,France,Croatia,Finals,2018-7-15,15.0,7.0,2018.0,4.0,2.0,7.0,1198.0,20.0,945.0,59,20,21,58,18,24
64,Brazil,Croatia,Group Phase,2014-6-12,12.0,6.0,2014.0,3.0,1.0,3.0,1242.0,18.0,903.0,71,11,18,60,18,22
65,Mexico,Cameroon,Group Phase,2014-6-13,13.0,6.0,2014.0,1.0,0.0,20.0,882.0,56.0,558.0,56,23,21,50,22,28
66,Spain,Netherlands,Group Phase,2014-6-13,13.0,6.0,2014.0,1.0,5.0,1.0,1485.0,15.0,981.0,80,10,10,62,17,21
67,Chile,Australia,Group Phase,2014-6-13,13.0,6.0,2014.0,3.0,1.0,14.0,1026.0,62.0,526.0,50,30,20,49,27,24
68,Colombia,Greece,Group Phase,2014-6-14,14.0,6.0,2014.0,3.0,0.0,8.0,1137.0,12.0,1064.0,49,26,25,50,24,26
69,Uruguay,Costa Rica,Group Phase,2014-6-14,14.0,6.0,2014.0,1.0,3.0,7.0,1147.0,28.0,762.0,48,22,30,40,32,28
70,England,Italy,Group Phase,2014-6-14,14.0,6.0,2014.0,1.0,2.0,10.0,1090.0,9.0,1104.0,64,16,20,49,18,33
71,Côte dIvoire,Japan,Group Phase,2014-6-14,14.0,6.0,2014.0,2.0,1.0,23.0,809.0,46.0,626.0,0,0,0,56,23,21
72,Switzerland,Ecuador,Group Phase,2014-6-15,15.0,6.0,2014.0,2.0,1.0,6.0,1149.0,26.0,791.0,48,25,27,32,41,27
73,France,Honduras,Group Phase,2014-6-15,15.0,6.0,2014.0,3.0,0.0,17.0,913.0,33.0,731.0,54,21,25,41,35,24
74,Argentina,Bosnia and Herzegovina,Group Phase,2014-6-15,15.0,6.0,2014.0,2.0,1.0,5.0,1175.0,21.0,873.0,60,18,22,0,0,0
75,Germany,Portugal,Group Phase,2014-6-16,16.0,6.0,2014.0,4.0,0.0,2.0,1300.0,4.0,1189.0,65,15,20,56,18,26
76,IR Iran,Nigeria,Group Phase,2014-6-16,16.0,6.0,2014.0,0.0,0.0,43.0,641.0,44.0,640.0,56,16,28,49,19,32
77,Ghana,USA,Group Phase,2014-6-16,16.0,6.0,2014.0,1.0,2.0,37.0,704.0,13.0,1035.0,50,28,22,55,30,15
78,Belgium,Algeria,Group Phase,2014-6-17,17.0,6.0,2014.0,2.0,1.0,11.0,1074.0,22.0,858.0,42,32,26,45,33,22
79,Brazil,Mexico,Group Phase,2014-6-17,17.0,6.0,2014.0,0.0,0.0,3.0,1242.0,20.0,882.0,71,11,18,56,23,21
80,Russia,Korea Republic,Group Phase,2014-6-17,17.0,6.0,2014.0,1.0,1.0,19.0,893.0,57.0,547.0,53,18,29,49,25,26
81,Australia,Netherlands,Group Phase,2014-6-18,18.0,6.0,2014.0,2.0,3.0,62.0,526.0,15.0,981.0,49,27,24,62,17,21
82,Spain,Chile,Group Phase,2014-6-18,18.0,6.0,2014.0,0.0,2.0,1.0,1485.0,14.0,1026.0,80,10,10,50,30,20
83,Cameroon,Croatia,Group Phase,2014-6-18,18.0,6.0,2014.0,0.0,4.0,56.0,558.0,18.0,903.0,50,22,28,60,18,22
84,Colombia,Côte dIvoire,Group Phase,2014-6-18,19.0,6.0,2014.0,2.0,1.0,8.0,1137.0,23.0,809.0,49,26,25,0,0,0
85,Uruguay,England,Group Phase,2014-6-19,19.0,6.0,2014.0,2.0,1.0,7.0,1147.0,10.0,1090.0,48,22,30,64,16,20
86,Japan,Greece,Group Phase,2014-6-19,19.0,6.0,2014.0,0.0,0.0,46.0,626.0,12.0,1064.0,56,23,21,50,24,26
87,Italy,Costa Rica,Group Phase,2014-6-20,20.0,6.0,2014.0,0.0,1.0,9.0,1104.0,28.0,762.0,49,18,33,40,32,28
88,Switzerland,France,Group Phase,2014-6-20,20.0,6.0,2014.0,2.0,5.0,6.0,1149.0,17.0,913.0,48,25,27,54,21,25
89,Honduras,Ecuador,Group Phase,2014-6-20,20.0,6.0,2014.0,1.0,2.0,33.0,731.0,26.0,791.0,41,35,24,32,41,27
90,Argentina,IR Iran,Group Phase,2014-6-21,21.0,6.0,2014.0,1.0,0.0,5.0,1175.0,43.0,641.0,60,18,22,56,16,28
91,Germany,Ghana,Group Phase,2014-6-21,21.0,6.0,2014.0,2.0,2.0,2.0,1300.0,37.0,704.0,65,15,20,50,28,22
92,Nigeria,Bosnia and Herzegovina,Group Phase,2014-6-21,21.0,6.0,2014.0,1.0,0.0,44.0,640.0,21.0,873.0,49,19,32,0,0,0
93,Belgium,Russia,Group Phase,2014-6-22,22.0,6.0,2014.0,1.0,0.0,11.0,1074.0,19.0,893.0,42,32,26,53,18,29
94,Korea Republic,Algeria,Group Phase,2014-6-22,22.0,6.0,2014.0,2.0,4.0,57.0,547.0,22.0,858.0,49,25,26,45,33,22
95,USA,Portugal,Group Phase,2014-6-22,22.0,6.0,2014.0,2.0,2.0,13.0,1035.0,4.0,1189.0,55,30,15,56,18,26
96,Australia,Spain,Group Phase,2014-6-23,23.0,6.0,2014.0,0.0,3.0,62.0,526.0,1.0,1485.0,49,27,24,80,10,10
97,Netherlands,Chile,Group Phase,2014-6-23,23.0,6.0,2014.0,2.0,0.0,15.0,981.0,14.0,1026.0,62,17,21,50,30,20
98,Cameroon,Brazil,Group Phase,2014-6-23,23.0,6.0,2014.0,1.0,4.0,56.0,558.0,3.0,1242.0,50,22,28,71,11,18
99,Croatia,Mexico,Group Phase,2014-6-23,23.0,6.0,2014.0,1.0,3.0,18.0,903.0,20.0,882.0,60,18,22,56,23,21
100,Italy,Uruguay,Group Phase,2014-6-24,24.0,6.0,2014.0,0.0,1.0,9.0,1104.0,7.0,1147.0,49,18,33,48,22,30
101,Costa Rica,England,Group Phase,2014-6-24,24.0,6.0,2014.0,0.0,0.0,28.0,762.0,10.0,1090.0,40,32,28,64,16,20
102,Japan,Colombia,Group Phase,2014-6-24,24.0,6.0,2014.0,1.0,4.0,46.0,626.0,8.0,1137.0,56,23,21,49,26,25
103,Greece,Côte dIvoire,Group Phase,2014-6-24,24.0,6.0,2014.0,2.0,1.0,12.0,1064.0,23.0,809.0,50,24,26,0,0,0
104,Nigeria,Argentina,Group Phase,2014-6-25,25.0,6.0,2014.0,2.0,3.0,44.0,640.0,5.0,1175.0,49,19,32,60,18,22
105,Bosnia and Herzegovina,IR Iran,Group Phase,2014-6-25,25.0,6.0,2014.0,3.0,1.0,21.0,873.0,43.0,641.0,0,0,0,56,16,28
106,Honduras,Switzerland,Group Phase,2014-6-25,25.0,6.0,2014.0,0.0,3.0,33.0,731.0,6.0,1149.0,41,35,24,48,25,27
107,Ecuador,France,Group Phase,2014-6-25,25.0,6.0,2014.0,0.0,0.0,26.0,791.0,17.0,913.0,32,41,27,54,21,25
108,USA,Germany,Group Phase,2014-6-26,26.0,6.0,2014.0,0.0,1.0,13.0,1035.0,2.0,1300.0,55,30,15,65,15,20
109,Portugal,Ghana,Group Phase,2014-6-26,26.0,6.0,2014.0,2.0,1.0,4.0,1189.0,37.0,704.0,56,18,26,50,28,22
110,Korea Republic,Belgium,Group Phase,2014-6-26,26.0,6.0,2014.0,0.0,1.0,57.0,547.0,11.0,1074.0,49,25,26,42,32,26
111,Algeria,Russia,Group Phase,2014-6-26,26.0,6.0,2014.0,1.0,1.0,22.0,858.0,19.0,893.0,45,33,22,53,18,29
112,Brazil,Chile,Round of 16,2014-6-28,28.0,6.0,2014.0,1.0,1.0,3.0,1242.0,14.0,1026.0,71,11,18,50,30,20
113,Colombia,Uruguay,Round of 16,2014-6-28,28.0,6.0,2014.0,2.0,0.0,8.0,1137.0,7.0,1147.0,49,26,25,48,22,30
114,France,Nigeria,Round of 16,2014-6-30,30.0,6.0,2014.0,2.0,0.0,17.0,913.0,44.0,640.0,54,21,25,49,19,32
115,Germany,Algeria,Round of 16,2014-6-30,30.0,6.0,2014.0,2.0,1.0,2.0,1300.0,22.0,858.0,65,15,20,45,33,22
116,Brazil,Colombia,Quarter Finals,2014-7-4,4.0,7.0,2014.0,2.0,1.0,3.0,1242.0,8.0,1137.0,71,11,18,49,26,25
117,France,Germany,Quarter Finals,2014-7-4,4.0,7.0,2014.0,0.0,1.0,17.0,913.0,2.0,1300.0,54,21,25,65,15,20
118,Brazil,Germany,Semi Finals,2014-7-8,8.0,7.0,2014.0,1.0,7.0,3.0,1242.0,2.0,1300.0,71,11,18,65,15,20
119,Brazil,Netherlands,Play-off for third place,2014-7-12,12.0,7.0,2014.0,0.0,3.0,3.0,1242.0,15.0,981.0,71,11,18,62,17,21
120,Germany,Argentina,Finals,2014-7-13,13.0,7.0,2014.0,1.0,0.0,2.0,1300.0,5.0,1175.0,65,15,20,60,18,22
121,Netherlands,Argentina,Semi Finals,2014-7-9,9.0,7.0,2014.0,0.0,0.0,15.0,981.0,5.0,1175.0,62,17,21,60,18,22
122,Netherlands,Costa Rica,Quarter Finals,2014-7-5,5.0,7.0,2014.0,0.0,0.0,15.0,981.0,28.0,762.0,62,17,21,40,32,28
123,Argentina,Belgium,Quarter Finals,2014-7-5,5.0,7.0,2014.0,1.0,0.0,5.0,1175.0,11.0,1074.0,60,18,22,42,32,26
124,Netherlands,Mexico,Round of 16,2014-6-29,29.0,6.0,2014.0,2.0,1.0,15.0,981.0,20.0,882.0,62,17,21,56,23,21
125,Costa Rica,Greece,Round of 16,2014-6-29,29.0,6.0,2014.0,1.0,1.0,28.0,762.0,12.0,1064.0,40,32,28,50,24,26
126,Argentina,Switzerland,Round of 16,2014-7-1,1.0,7.0,2014.0,1.0,0.0,5.0,1175.0,6.0,1149.0,60,18,22,48,25,27
127,Belgium,USA,Round of 16,2014-7-1,1.0,7.0,2014.0,2.0,1.0,11.0,1074.0,13.0,1035.0,42,32,26,55,30,15
128,South Africa,Mexico,Group Phase,2010-6-11,11.0,6.0,2010.0,1.0,1.0,83.0,392.0,17.0,895.0,40,34,26,57,29,14
129,Uruguay,France,Group Phase,2010-6-11,11.0,6.0,2010.0,0.0,0.0,16.0,899.0,9.0,1044.0,43,28,29,61,16,23
130,Korea Republic,Greece,Group Phase,2010-6-12,12.0,6.0,2010.0,2.0,0.0,47.0,632.0,13.0,964.0,48,21,31,52,26,22
131,Argentina,Nigeria,Group Phase,2010-6-12,12.0,6.0,2010.0,1.0,0.0,7.0,1076.0,21.0,883.0,62,20,18,55,19,26
132,England,USA,Group Phase,2010-6-12,12.0,6.0,2010.0,1.0,1.0,8.0,1068.0,14.0,957.0,61,19,20,59,25,16
133,Algeria,Slovenia,Group Phase,2010-6-13,13.0,6.0,2010.0,0.0,1.0,30.0,821.0,25.0,860.0,35,36,29,37,37,26
134,Serbia,Ghana,Group Phase,2010-6-13,13.0,6.0,2010.0,0.0,1.0,15.0,947.0,32.0,800.0,43,31,26,41,32,27
135,Germany,Australia,Group Phase,2010-6-13,13.0,6.0,2010.0,4.0,0.0,6.0,1082.0,20.0,886.0,62,17,21,57,24,19
136,Netherlands,Denmark,Group Phase,2010-6-14,14.0,6.0,2010.0,2.0,0.0,4.0,1231.0,36.0,767.0,65,12,23,51,22,27
137,Japan,Cameroon,Group Phase,2010-6-14,14.0,6.0,2010.0,1.0,0.0,45.0,682.0,19.0,887.0,54,22,24,52,23,25
138,Italy,Paraguay,Group Phase,2010-6-14,14.0,6.0,2010.0,1.0,1.0,5.0,1184.0,31.0,820.0,52,16,32,38,32,30
139,New Zealand,Slovakia,Group Phase,2010-6-15,15.0,6.0,2010.0,1.0,1.0,78.0,410.0,34.0,777.0,37,48,15,37,38,25
140,Côte dIvoire,Portugal,Group Phase,2010-6-15,15.0,6.0,2010.0,0.0,0.0,27.0,856.0,3.0,1249.0,0,0,0,58,15,27
141,Brazil,Korea Republic,Group Phase,2010-6-15,15.0,6.0,2010.0,2.0,1.0,1.0,1611.0,105.0,285.0,65,11,24,48,21,31
142,Honduras,Chile,Group Phase,2010-6-16,16.0,6.0,2010.0,0.0,1.0,38.0,734.0,18.0,888.0,50,28,22,46,30,24
143,Spain,Switzerland,Group Phase,2010-6-16,16.0,6.0,2010.0,0.0,1.0,2.0,1565.0,24.0,866.0,75,8,17,42,32,26
144,South Africa,Uruguay,Group Phase,2010-6-16,16.0,6.0,2010.0,0.0,3.0,83.0,392.0,16.0,899.0,40,34,26,43,28,29
145,Argentina,Korea Republic,Group Phase,2010-6-17,17.0,6.0,2010.0,4.0,1.0,7.0,1076.0,47.0,632.0,62,20,18,48,21,31
146,Greece,Nigeria,Group Phase,2010-6-17,17.0,6.0,2010.0,2.0,1.0,13.0,964.0,21.0,883.0,52,26,22,55,19,26
147,France,Mexico,Group Phase,2010-6-17,17.0,6.0,2010.0,0.0,2.0,9.0,1044.0,17.0,895.0,61,16,23,57,29,14
148,Germany,Serbia,Group Phase,2010-6-18,18.0,6.0,2010.0,0.0,1.0,6.0,1082.0,15.0,947.0,62,17,21,43,31,26
149,Slovenia,USA,Group Phase,2010-6-18,18.0,6.0,2010.0,2.0,2.0,25.0,860.0,14.0,957.0,37,37,26,59,25,16
150,England,Algeria,Group Phase,2010-6-18,18.0,6.0,2010.0,0.0,0.0,8.0,1068.0,30.0,821.0,61,19,20,35,36,29
151,Netherlands,Japan,Group Phase,2010-6-19,19.0,6.0,2010.0,1.0,0.0,4.0,1231.0,45.0,682.0,65,12,23,54,22,24
152,Ghana,Australia,Group Phase,2010-6-19,19.0,6.0,2010.0,1.0,1.0,32.0,800.0,20.0,886.0,41,32,27,57,24,19
153,Cameroon,Denmark,Group Phase,2010-6-19,19.0,6.0,2010.0,1.0,2.0,19.0,887.0,36.0,767.0,52,23,25,51,22,27
154,Slovakia,Paraguay,Group Phase,2010-6-20,20.0,6.0,2010.0,0.0,2.0,34.0,777.0,31.0,820.0,37,38,25,38,32,30
155,Italy,New Zealand,Group Phase,2010-6-20,20.0,6.0,2010.0,1.0,1.0,5.0,1184.0,78.0,410.0,52,16,32,37,48,15
156,Brazil,Côte dIvoire,Group Phase,2010-6-20,20.0,6.0,2010.0,3.0,1.0,1.0,1611.0,27.0,856.0,65,11,24,0,0,0
157,Portugal,Korea Republic,Group Phase,2010-6-21,21.0,6.0,2010.0,7.0,0.0,3.0,1249.0,105.0,285.0,58,15,27,48,21,31
158,Chile,Switzerland,Group Phase,2010-6-21,21.0,6.0,2010.0,1.0,0.0,18.0,888.0,24.0,866.0,46,30,24,42,32,26
159,Spain,Honduras,Group Phase,2010-6-21,21.0,6.0,2010.0,2.0,0.0,2.0,1565.0,38.0,734.0,75,8,17,50,28,22
160,Mexico,Uruguay,Group Phase,2010-6-22,22.0,6.0,2010.0,0.0,1.0,17.0,895.0,16.0,899.0,57,29,14,43,28,29
161,France,South Africa,Group Phase,2010-6-22,22.0,6.0,2010.0,1.0,2.0,9.0,1044.0,83.0,392.0,61,16,23,40,34,26
162,Nigeria,Korea Republic,Group Phase,2010-6-22,22.0,6.0,2010.0,2.0,2.0,21.0,883.0,47.0,632.0,55,19,26,48,21,31
163,Greece,Argentina,Group Phase,2010-6-22,22.0,6.0,2010.0,0.0,2.0,13.0,964.0,7.0,1076.0,52,26,22,62,20,18
164,Slovenia,England,Group Phase,2010-6-23,23.0,6.0,2010.0,0.0,1.0,25.0,860.0,8.0,1068.0,37,37,26,61,19,20
165,USA,Algeria,Group Phase,2010-6-23,23.0,6.0,2010.0,1.0,0.0,14.0,957.0,30.0,821.0,59,25,16,35,36,29
166,Ghana,Germany,Group Phase,2010-6-23,23.0,6.0,2010.0,0.0,1.0,32.0,800.0,6.0,1082.0,41,32,27,62,17,21
167,Australia,Serbia,Group Phase,2010-6-23,23.0,6.0,2010.0,2.0,1.0,20.0,886.0,15.0,947.0,57,24,19,43,31,26
168,Slovakia,Italy,Group Phase,2010-6-24,24.0,6.0,2010.0,3.0,2.0,34.0,777.0,5.0,1184.0,37,38,25,52,16,32
